Date,depth,Temp
2004-01-18,0,NA
2004-01-18,0,NA
2004-01-18,0,NA
2004-01-18,19,NA
2004-01-18,20,NA
2004-01-18,25,NA
2004-01-18,40,NA
2004-01-18,48,NA
2004-01-18,50,NA
2004-01-18,50,NA
2004-01-18,60,NA
2004-01-18,75,NA
2004-01-18,80,NA
2004-01-18,100,NA
2004-01-18,100,NA
2004-01-18,150,NA
2004-01-18,150,NA
2004-01-18,200,NA
2004-02-22,0,NA
2004-02-22,0,NA
2004-02-22,1,NA
2004-02-22,1,NA
2004-02-22,20,NA
2004-02-22,20,NA
2004-02-22,20,NA
2004-02-22,20,NA
2004-02-22,40,NA
2004-02-22,40,NA
2004-02-22,47,NA
2004-02-22,60,NA
2004-02-22,60,NA
2004-02-22,80,NA
2004-02-22,80,NA
2004-02-22,100,NA
2004-02-22,100,NA
2004-02-22,100,NA
2004-02-22,200,NA
2004-02-22,200,NA
2004-02-22,200,NA
2004-03-21,0,NA
2004-03-21,1,21.206
2004-03-21,1,NA
2004-03-21,20,21.234
2004-03-21,20,NA
2004-03-21,20,NA
2004-03-21,40,21.2392
2004-03-21,40,NA
2004-03-21,46,NA
2004-03-21,60,21.2431
2004-03-21,60,NA
2004-03-21,80,21.2466
2004-03-21,80,NA
2004-03-21,100,21.2556
2004-03-21,150,NA
2004-03-21,200,21.2757
2004-04-18,0,NA
2004-04-18,1,NA
2004-04-18,1,NA
2004-04-18,20,NA
2004-04-18,20,NA
2004-04-18,20,NA
2004-04-18,40,NA
2004-04-18,40,NA
2004-04-18,47,NA
2004-04-18,60,NA
2004-04-18,60,NA
2004-04-18,80,NA
2004-04-18,80,NA
2004-04-18,100,NA
2004-04-18,100,NA
2004-04-18,150,NA
2004-04-18,150,NA
2004-04-18,200,NA
2004-04-18,200,NA
2004-05-16,0,23.4514
2004-05-16,0,23.6799
2004-05-16,0,23.3528
2004-05-16,20,23.0553
2004-05-16,20,23.1873
2004-05-16,20,23.1265
2004-05-16,40,22.8207
2004-05-16,40,22.9861
2004-05-16,53,22.8715
2004-05-16,60,22.5318
2004-05-16,81,22.473
2004-05-16,89,22.3266
2004-05-16,100,22.3174
2004-05-16,109,22.1487
2004-05-16,131,22.0363
2004-05-16,150,21.6102
2004-05-16,161,21.5877
2004-05-16,200,21.4241
2004-05-16,200,21.4315
2004-06-20,0.5,25.1649
2004-06-20,2,24.8107
2004-06-20,2,24.6489
2004-06-20,10,24.5218
2004-06-20,19,24.011
2004-06-20,20,24.0827
2004-06-20,40,23.436
2004-06-20,50,23.6135
2004-06-20,50,23.7331
2004-06-20,60,23.4567
2004-06-20,80,23.2948
2004-06-20,100,22.7568
2004-06-20,100,23.0562
2004-06-20,120,22.4474
2004-06-20,124,22.4161
2004-06-20,140,21.9823
2004-06-20,150,21.9993
2004-06-20,160,21.5819
2004-06-20,200,21.3923
2004-06-20,200,21.4473
2004-07-18,0,25.9006
2004-07-18,20,25.874
2004-07-18,40,24.6244
2004-07-18,60,24.2341
2004-07-18,80,24.0672
2004-07-18,100,23.6493
2004-07-18,130,22.5518
2004-07-18,160,21.8493
2004-07-18,199,21.4719
2004-08-15,0,26.4906
2004-08-15,0,26.0407
2004-08-15,0,27.1493
2004-08-15,1,25.3224
2004-08-15,20,25.8313
2004-08-15,20,25.3063
2004-08-15,30,25.4006
2004-08-15,40,24.8993
2004-08-15,46,24.624
2004-08-15,50,24.4363
2004-08-15,60,24.3352
2004-08-15,75,23.9898
2004-08-15,85,23.9469
2004-08-15,100,23.4899
2004-08-15,100,23.0824
2004-08-15,100,23.4021
2004-08-15,125,22.9165
2004-08-15,125,22.7045
2004-08-15,150,22.4893
2004-08-15,150,22.1604
2004-08-15,150,22.3311
2004-08-15,200,21.8395
2004-08-15,200,21.5384
2004-08-15,200,21.6361
2004-09-02,0,25.819
2004-09-02,10,25.7527
2004-09-02,20,25.7015
2004-09-02,40,25.0623
2004-09-02,60,24.2935
2004-09-02,80,23.8086
2004-09-02,100,23.5096
2004-09-02,121,23.0063
2004-09-02,160,22.2017
2004-09-02,200,21.58
2004-10-20,0,NA
2004-10-20,10,NA
2004-10-20,20,NA
2004-10-20,40,NA
2004-10-20,60,NA
2004-10-20,80,NA
2004-10-20,100,NA
2004-10-20,120,NA
2004-10-20,140,NA
2004-10-20,160,NA
2004-11-16,0,25.6501
2004-11-16,0,25.6968
2004-11-16,0,NA
2004-11-16,10,25.6326
2004-11-16,20,25.6259
2004-11-16,20,25.6183
2004-11-16,20,NA
2004-11-16,40,25.58
2004-11-16,40,25.5085
2004-11-16,60,25.5214
2004-11-16,80,25.0958
2004-11-16,80,25.0647
2004-11-16,100,24.9948
2004-11-16,100,24.9564
2004-11-16,120,24.8243
2004-11-16,140,24.7681
2004-11-16,140,24.0541
2004-11-16,160,23.3102
2004-11-16,160,22.7916
2004-11-16,200,22.3195
2004-11-16,200,22.2266
2004-12-20,0,22.7571
2004-12-20,0,22.7625
2004-12-20,0,NA
2004-12-20,20,22.7337
2004-12-20,21,22.7281
2004-12-20,21,NA
2004-12-20,41,22.7329
2004-12-20,41,22.7249
2004-12-20,47,22.6452
2004-12-20,60,22.7331
2004-12-20,60,22.7135
2004-12-20,80,22.7364
2004-12-20,100,22.7332
2004-12-20,101,22.717
2004-12-20,150,22.7399
2004-12-20,150,22.713
2005-01-17,0,22.1838
2005-01-17,0,22.0334
2005-01-17,0,21.975
2005-01-17,20,22.0572
2005-01-17,20,22.0163
2005-01-17,20,21.9591
2005-01-17,40,NA
2005-01-17,40,22.019
2005-01-17,46,21.9598
2005-01-17,60,NA
2005-01-17,80,22.0247
2005-01-17,100,NA
2005-01-17,100,22.0287
2005-01-17,120,NA
2005-01-17,160,22.0698
2005-01-17,200,22.0456
2005-02-14,0,21.5304
2005-02-14,0,21.4692
2005-02-14,0,21.4082
2005-02-14,19,21.5052
2005-02-14,20,21.4757
2005-02-14,20,21.3822
2005-02-14,40,21.4791
2005-02-14,41,21.4954
2005-02-14,50,21.3453
2005-02-14,60,21.4968
2005-02-14,60,21.4827
2005-02-14,80,21.4976
2005-02-14,100,21.4984
2005-02-14,100,21.491
2005-02-14,149,21.4999
2005-02-14,199,21.517
2005-02-14,200,21.5032
2005-03-20,0,21.5004
2005-03-20,0,21.1926
2005-03-20,0,21.1795
2005-03-20,0,21.3258
2005-03-20,19,21.2673
2005-03-20,20,21.2554
2005-03-20,20,21.1986
2005-03-20,21,21.1697
2005-03-20,39,21.2492
2005-03-20,40,21.2331
2005-03-20,40,21.2027
2005-03-20,50,NA
2005-03-20,60,21.2265
2005-03-20,60,21.2046
2005-03-20,61,21.2509
2005-03-20,80,21.2307
2005-03-20,80,21.2095
2005-03-20,81,21.254
2005-03-20,99,21.2565
2005-03-20,100,21.2311
2005-03-20,100,21.2119
2005-03-20,140,21.2414
2005-03-20,200,21.2505
2005-03-20,200,21.2371
2005-04-17,0,21.5701
2005-04-17,0,21.6848
2005-04-17,0,21.4286
2005-04-17,20,21.489
2005-04-17,20,21.4758
2005-04-17,20,21.4089
2005-04-17,40,21.282
2005-04-17,40,21.383
2005-04-17,51,21.3653
2005-04-17,59,21.2828
2005-04-17,61,21.3093
2005-04-17,79,21.2811
2005-04-17,82,21.2961
2005-04-17,99,21.2953
2005-04-17,101,21.2852
2005-04-17,160,21.2406
2005-04-17,200,21.2406
2005-05-16,0,23.1017
2005-05-16,0,22.9872
2005-05-16,0,NA
2005-05-16,20,22.7187
2005-05-16,20,22.7722
2005-05-16,20,NA
2005-05-16,40,22.5426
2005-05-16,40,22.7271
2005-05-16,50,NA
2005-05-16,60,22.4382
2005-05-16,60,22.5785
2005-05-16,80,22.1757
2005-05-16,80,22.1382
2005-05-16,100,21.9592
2005-05-16,100,21.9599
2005-05-16,120,21.8058
2005-05-16,140,21.6641
2005-05-16,140,21.7323
2005-05-16,160,21.6158
2005-05-16,180,21.5279
2005-05-16,200,21.5528
2005-06-15,0,23.9747
2005-06-15,0,23.9397
2005-06-15,9,23.9165
2005-06-15,19,23.8649
2005-06-15,20,NA
2005-06-15,39,23.6813
2005-06-15,40,23.6948
2005-06-15,60,23.2781
2005-06-15,60,23.222
2005-06-15,79,22.9131
2005-06-15,80,22.8888
2005-06-15,100,22.6382
2005-06-15,100,22.7704
2005-06-15,121,22.3265
2005-06-15,140,21.7307
2005-06-15,148,21.6618
2005-06-15,159,21.5571
2005-06-15,199,21.3045
2005-06-15,200,21.3057
2005-07-05,0,26.2379
2005-07-05,0,26.1686
2005-07-05,19,25.1181
2005-07-05,20,25.0101
2005-07-05,40,24.3496
2005-07-05,50,24.7009
2005-07-05,60,23.8869
2005-07-05,80,23.5713
2005-07-05,100,23.3025
2005-07-05,121,22.6766
2005-07-05,140,21.9431
2005-07-05,140,NA
2005-07-05,160,21.4911
2005-07-05,180,NA
2005-07-05,200,NA
2005-07-05,200,NA
2005-08-08,0,27.9185
2005-08-08,0,27.6424
2005-08-08,0,27.3563
2005-08-08,10,27.7574
2005-08-08,20,27.2067
2005-08-08,21,27.3312
2005-08-08,21,26.7985
2005-08-08,39,26.4018
2005-08-08,40,26.2427
2005-08-08,51,26.1846
2005-08-08,61,25.9585
2005-08-08,61,25.9304
2005-08-08,80,25.2126
2005-08-08,80,24.769
2005-08-08,99,23.1094
2005-08-08,101,23.3859
2005-08-08,121,22.6567
2005-08-08,139,22.2697
2005-08-08,159,21.8979
2005-08-08,200,21.3562
2005-08-08,200,21.3537
2005-09-06,0,26.4164
2005-09-06,0,26.0891
2005-09-06,0,25.8968
2005-09-06,20,26.365
2005-09-06,20,26.0715
2005-09-06,20,NA
2005-09-06,40,25.6892
2005-09-06,40,25.9196
2005-09-06,51,25.0079
2005-09-06,60,25.2763
2005-09-06,71,24.9161
2005-09-06,82,24.135
2005-09-06,100,23.0646
2005-09-06,100,23.2903
2005-09-06,120,22.5711
2005-09-06,140,22.303
2005-09-06,150,22.0429
2005-09-06,160,22.0356
2005-09-06,180,21.7115
2005-09-06,200,21.4544
2005-09-07,0,26.3615
2005-09-07,20,26.3077
2005-09-07,40,26.1862
2005-09-07,60,NA
2005-09-07,79,24.1758
2005-09-07,100,23.4343
2005-09-07,121,22.8094
2005-09-07,160,22.1823
2005-09-07,180,21.8031
2005-09-07,198,21.7208
2005-10-30,0,24.5395
2005-10-30,0,24.4683
2005-10-30,0,24.5738
2005-10-30,20,24.4118
2005-10-30,20,24.413
2005-10-30,20,24.3927
2005-10-30,40,24.4094
2005-10-30,40,24.4082
2005-10-30,50,24.3517
2005-10-30,60,24.4022
2005-10-30,60,24.4066
2005-10-30,80,24.3674
2005-10-30,80,24.3978
2005-10-30,100,24.2987
2005-10-30,100,24.3276
2005-10-30,120,23.9307
2005-10-30,140,22.7624
2005-10-30,150,22.3533
2005-10-30,160,22.4423
2005-10-30,180,22.038
2005-10-30,200,21.7726
2005-10-30,200,21.5223
2005-11-21,0,23.2543
2005-11-21,0,23.2891
2005-11-21,0,23.208
2005-11-21,20,23.2415
2005-11-21,20,NA
2005-11-21,20,23.1746
2005-11-21,39,23.2409
2005-11-21,50,23.2121
2005-11-21,50,23.105
2005-11-21,60,23.2409
2005-11-21,80,23.2396
2005-11-21,80,23.2149
2005-11-21,101,23.2334
2005-11-21,101,23.2184
2005-11-21,150,23.2268
2005-11-21,151,23.229
2005-11-21,181,22.8885
2005-11-21,200,22.625
2005-12-11,0,22.7787
2005-12-11,0,22.7878
2005-12-11,0,23.208
2005-12-11,20,22.769
2005-12-11,20,22.787
2005-12-11,20,23.1746
2005-12-11,39,22.7911
2005-12-11,40,22.7696
2005-12-11,47,23.105
2005-12-11,60,22.7721
2005-12-11,60,22.7898
2005-12-11,80,22.77
2005-12-11,99,22.7708
2005-12-11,100,22.794
2005-12-11,149,22.7892
2005-12-11,150,22.78
2005-12-11,200,22.7906
2006-01-16,0,21.967
2006-01-16,0,21.942
2006-01-16,0,21.901
2006-01-16,19,21.97
2006-01-16,20,21.9059
2006-01-16,21,21.949
2006-01-16,40,21.973
2006-01-16,46,21.821
2006-01-16,49,21.954
2006-01-16,61,21.977
2006-01-16,79,21.979
2006-01-16,80,21.957
2006-01-16,101,21.979
2006-01-16,101,21.962
2006-01-16,149,21.981
2006-01-16,149,21.964
2006-01-16,198,21.989
2006-01-16,200,21.972
2006-02-20,0,21.4049
2006-02-20,0,21.3204
2006-02-20,0,21.2703
2006-02-20,19,21.3391
2006-02-20,20,21.314
2006-02-20,20,21.2686
2006-02-20,40,21.3227
2006-02-20,47,21.1889
2006-02-20,50,21.314
2006-02-20,60,21.3244
2006-02-20,80,21.3285
2006-02-20,80,21.3199
2006-02-20,99,21.3334
2006-02-20,100,21.3257
2006-02-20,150,21.3329
2006-02-20,200,21.3524
2006-02-20,200,21.3443
2006-03-21,0,21.4662
2006-03-21,0,NA
2006-03-21,0,21.3692
2006-03-21,0,21.2703
2006-03-21,19,21.3587
2006-03-21,20,21.3545
2006-03-21,20,NA
2006-03-21,21,21.2686
2006-03-21,30,21.3504
2006-03-21,40,21.3496
2006-03-21,40,21.3529
2006-03-21,40,21.3595
2006-03-21,50,21.1889
2006-03-21,60,21.352
2006-03-21,60,21.3381
